"CardNumber","IndexStart","Length","Href","VisibleTitle","CurrentImgSrc","CurrentImgFile","ImgAlt","NormalizedTitle","NormalizedHref","Snippet"
"155","53768","287","grouch-grin.html","Grouch Grin","../../images/Sketches/grins/Grouch%20Grin%20ORIGINAL.jpg","Grouch Grin ORIGINAL.jpg","Grouch Grin by Ron English","grouchgrin","grouchgrinhtml","<a class=""gallery-item"" href=""grouch-grin.html""> <img src=""../../images/Sketches/grins/Grouch%20Grin%20ORIGINAL.jpg"" alt=""Grouch Grin by Ron English"" loading=""lazy"" /> <div class=""entry-body""> <p class=""work-title"">Grouch Grin</p> </div> </a>"
"156","54065","305","gummy-bear-grin.html","Gummy Bear Grin","../../images/Sketches/grins/Gummy%20Bear%20Grin%20ORIGINAL.jpg","Gummy Bear Grin ORIGINAL.jpg","Gummy Bear Grin by Ron English","gummybeargrin","gummybeargrinhtml","<a class=""gallery-item"" href=""gummy-bear-grin.html""> <img src=""../../images/Sketches/grins/Gummy%20Bear%20Grin%20ORIGINAL.jpg"" alt=""Gummy Bear Grin by Ron English"" loading=""lazy"" /> <div class=""entry-body""> <p class=""work-title"">Gummy Bear Grin</p> </div> </a>"
"157","54421","316","hawaiian-punch-grin.html","Hawaiian Punch Grin","../../images/Sketches/grins/Hawaiian%20Punch%20Grin%20ORIGINAL.jpg","Hawaiian Punch Grin ORIGINAL.jpg","Hawaiian Punch Grin by Ron English","hawaiianpunchgrin","hawaiianpunchgrinhtml","<a class=""gallery-item"" href=""hawaiian-punch-grin.html""> <img src=""../../images/Sketches/grins/Hawaiian%20Punch%20Grin%20ORIGINAL.jpg"" alt=""Hawaiian Punch Grin by Ron English"" loading=""lazy"" /> <div class=""entry-body""> <p class=""work-title"">Hawaiian Punch Grin</p> </div> </a>"
"158","54744","319","hello-kitty-grin.html","Hello Kitty Grin","../../images/Sketches/grins/Hello%20Kitty%20Grin%20right%20side%20ORIGINAL.jpg","Hello Kitty Grin right side ORIGINAL.jpg","Hello Kitty Grin by Ron English","hellokittygrin","hellokittygrinhtml","<a class=""gallery-item"" href=""hello-kitty-grin.html""> <img src=""../../images/Sketches/grins/Hello%20Kitty%20Grin%20right%20side%20ORIGINAL.jpg"" alt=""Hello Kitty Grin by Ron English"" loading=""lazy"" /> <div class=""entry-body""> <p class=""work-title"">Hello Kitty Grin</p> </div> </a>"
"159","55070","286","homer-grin.html","Homer Grin","../../images/Sketches/grins/Homer%20Grin%20headshot%20COLOR.jpg","Homer Grin headshot COLOR.jpg","Homer Grin by Ron English","homergrin","homergrinhtml","<a class=""gallery-item"" href=""homer-grin.html""> <img src=""../../images/Sketches/grins/Homer%20Grin%20headshot%20COLOR.jpg"" alt=""Homer Grin by Ron English"" loading=""lazy"" /> <div class=""entry-body""> <p class=""work-title"">Homer Grin</p> </div> </a>"
"160","55363","293","homer-grin-3.html","Homer Grin 3","../../images/Sketches/grins/Homer%20Grin%203%20front%20COLOR.jpg","Homer Grin 3 front COLOR.jpg","Homer Grin 3 by Ron English","homergrin3","homergrin3html","<a class=""gallery-item"" href=""homer-grin-3.html""> <img src=""../../images/Sketches/grins/Homer%20Grin%203%20front%20COLOR.jpg"" alt=""Homer Grin 3 by Ron English"" loading=""lazy"" /> <div class=""entry-body""> <p class=""work-title"">Homer Grin 3</p> </div> </a>"
"161","55663","308","homer-grin-flying.html","Homer Grin Flying","../../images/Sketches/grins/Homer%20Grin%20Flying%20ORIGINAL.jpg","Homer Grin Flying ORIGINAL.jpg","Homer Grin Flying by Ron English","homergrinflying","homergrinflyinghtml","<a class=""gallery-item"" href=""homer-grin-flying.html""> <img src=""../../images/Sketches/grins/Homer%20Grin%20Flying%20ORIGINAL.jpg"" alt=""Homer Grin Flying by Ron English"" loading=""lazy"" /> <div class=""entry-body""> <p class=""work-title"">Homer Grin Flying</p> </div> </a>"
"162","55978","327","homer-grin-version-2.html","Homer grin version 2","../../images/Sketches/grins/Homer%20Grin%20version%202%20front%20COLOR.jpg","Homer Grin version 2 front COLOR.jpg","Homer grin version 2 by Ron English","homergrinversion2","homergrinversion2html","<a class=""gallery-item"" href=""homer-grin-version-2.html""> <img src=""../../images/Sketches/grins/Homer%20Grin%20version%202%20front%20COLOR.jpg"" alt=""Homer grin version 2 by Ron English"" loading=""lazy"" /> <div class=""entry-body""> <p class=""work-title"">Homer grin version 2</p> </div> </a>"
"163","56312","301","honey-butts-grin.html","Honey Butts Grin","../../images/Sketches/grins/Honey%20Butts%20Grin%20B%26W.jpg","Honey Butts Grin B&W.jpg","Honey Butts Grin by Ron English","honeybuttsgrin","honeybuttsgrinhtml","<a class=""gallery-item"" href=""honey-butts-grin.html""> <img src=""../../images/Sketches/grins/Honey%20Butts%20Grin%20B%26W.jpg"" alt=""Honey Butts Grin by Ron English"" loading=""lazy"" /> <div class=""entry-body""> <p class=""work-title"">Honey Butts Grin</p> </div> </a>"
"164","56620","278","hound-grin.html","Hound Grin","../../images/Sketches/grins/Hound%20Grin%20%20COLOR.jpg","Hound Grin  COLOR.jpg","Hound Grin by Ron English","houndgrin","houndgrinhtml","<a class=""gallery-item"" href=""hound-grin.html""> <img src=""../../images/Sketches/grins/Hound%20Grin%20%20COLOR.jpg"" alt=""Hound Grin by Ron English"" loading=""lazy"" /> <div class=""entry-body""> <p class=""work-title"">Hound Grin</p> </div> </a>"
"165","56905","313","hr-puffenstuff-grin.html","HR Puffenstuff Grin","../../images/Sketches/grins/HR%20Puffenstuff%20Grin%20COLOR.jpg","HR Puffenstuff Grin COLOR.jpg","HR Puffenstuff Grin by Ron English","hrpuffenstuffgrin","hrpuffenstuffgrinhtml","<a class=""gallery-item"" href=""hr-puffenstuff-grin.html""> <img src=""../../images/Sketches/grins/HR%20Puffenstuff%20Grin%20COLOR.jpg"" alt=""HR Puffenstuff Grin by Ron English"" loading=""lazy"" /> <div class=""entry-body""> <p class=""work-title"">HR Puffenstuff Grin</p> </div> </a>"
"166","57225","310","jake-the-dog-grin.html","Jake the Dog Grin","../../images/Sketches/grins/Jake%20the%20Dog%20Grin%20ORIGINAL.jpg","Jake the Dog Grin ORIGINAL.jpg","Jake the Dog Grin by Ron English","jakethedoggrin","jakethedoggrinhtml","<a class=""gallery-item"" href=""jake-the-dog-grin.html""> <img src=""../../images/Sketches/grins/Jake%20the%20Dog%20Grin%20ORIGINAL.jpg"" alt=""Jake the Dog Grin by Ron English"" loading=""lazy"" /> <div class=""entry-body""> <p class=""work-title"">Jake the Dog Grin</p> </div> </a>"
"167","57542","304","jane-jetson-grin.html","Jane Jetson Grin","../../images/Sketches/grins/Jane%20Jetson%20Grin%20ORIGINAL.jpg","Jane Jetson Grin ORIGINAL.jpg","Jane Jetson Grin by Ron English","janejetsongrin","janejetsongrinhtml","<a class=""gallery-item"" href=""jane-jetson-grin.html""> <img src=""../../images/Sketches/grins/Jane%20Jetson%20Grin%20ORIGINAL.jpg"" alt=""Jane Jetson Grin by Ron English"" loading=""lazy"" /> <div class=""entry-body""> <p class=""work-title"">Jane Jetson Grin</p> </div> </a>"
"168","57853","300","jeremiah-grin-1.html","Jeremiah Grin 1","../../images/Sketches/grins/Jeremiah%20Grin%201%20ORIGINAL.jpg","Jeremiah Grin 1 ORIGINAL.jpg","Jeremiah Grin 1 by Ron English","jeremiahgrin1","jeremiahgrin1html","<a class=""gallery-item"" href=""jeremiah-grin-1.html""> <img src=""../../images/Sketches/grins/Jeremiah%20Grin%201%20ORIGINAL.jpg"" alt=""Jeremiah Grin 1 by Ron English"" loading=""lazy"" /> <div class=""entry-body""> <p class=""work-title"">Jeremiah Grin 1</p> </div> </a>"
"169","58160","300","jeremiah-grin-2.html","Jeremiah Grin 2","../../images/Sketches/grins/Jeremiah%20Grin%202%20ORIGINAL.jpg","Jeremiah Grin 2 ORIGINAL.jpg","Jeremiah Grin 2 by Ron English","jeremiahgrin2","jeremiahgrin2html","<a class=""gallery-item"" href=""jeremiah-grin-2.html""> <img src=""../../images/Sketches/grins/Jeremiah%20Grin%202%20ORIGINAL.jpg"" alt=""Jeremiah Grin 2 by Ron English"" loading=""lazy"" /> <div class=""entry-body""> <p class=""work-title"">Jeremiah Grin 2</p> </div> </a>"
"170","58467","300","jeremiah-grin-3.html","Jeremiah Grin 3","../../images/Sketches/grins/Jeremiah%20Grin%203%20ORIGINAL.jpg","Jeremiah Grin 3 ORIGINAL.jpg","Jeremiah Grin 3 by Ron English","jeremiahgrin3","jeremiahgrin3html","<a class=""gallery-item"" href=""jeremiah-grin-3.html""> <img src=""../../images/Sketches/grins/Jeremiah%20Grin%203%20ORIGINAL.jpg"" alt=""Jeremiah Grin 3 by Ron English"" loading=""lazy"" /> <div class=""entry-body""> <p class=""work-title"">Jeremiah Grin 3</p> </div> </a>"
"171","58774","300","jeremiah-grin-4.html","Jeremiah Grin 4","../../images/Sketches/grins/Jeremiah%20Grin%204%20ORIGINAL.jpg","Jeremiah Grin 4 ORIGINAL.jpg","Jeremiah Grin 4 by Ron English","jeremiahgrin4","jeremiahgrin4html","<a class=""gallery-item"" href=""jeremiah-grin-4.html""> <img src=""../../images/Sketches/grins/Jeremiah%20Grin%204%20ORIGINAL.jpg"" alt=""Jeremiah Grin 4 by Ron English"" loading=""lazy"" /> <div class=""entry-body""> <p class=""work-title"">Jeremiah Grin 4</p> </div> </a>"
"172","59081","320","jimi-hendrix-grin.html","Jimi Hendrix Grin","../../images/Sketches/grins/Jimi%20Hendrix%20Grin%20ORIGINAL%20COLOR%203.jpg","Jimi Hendrix Grin ORIGINAL COLOR 3.jpg","Jimi Hendrix Grin by Ron English","jimihendrixgrin","jimihendrixgrinhtml","<a class=""gallery-item"" href=""jimi-hendrix-grin.html""> <img src=""../../images/Sketches/grins/Jimi%20Hendrix%20Grin%20ORIGINAL%20COLOR%203.jpg"" alt=""Jimi Hendrix Grin by Ron English"" loading=""lazy"" /> <div class=""entry-body""> <p class=""work-title"">Jimi Hendrix Grin</p> </div> </a>"
"173","59408","275","joker-grin.html","Joker Grin","../../images/Sketches/grins/Joker%20Grin%20B%26W.jpg","Joker Grin B&W.jpg","Joker Grin by Ron English","jokergrin","jokergrinhtml","<a class=""gallery-item"" href=""joker-grin.html""> <img src=""../../images/Sketches/grins/Joker%20Grin%20B%26W.jpg"" alt=""Joker Grin by Ron English"" loading=""lazy"" /> <div class=""entry-body""> <p class=""work-title"">Joker Grin</p> </div> </a>"
"174","59690","283","kanegon-grin.html","Kanegon Grin","../../images/Sketches/grins/Kanegon%20Grin%20COLOR.jpg","Kanegon Grin COLOR.jpg","Kanegon Grin by Ron English","kanegongrin","kanegongrinhtml","<a class=""gallery-item"" href=""kanegon-grin.html""> <img src=""../../images/Sketches/grins/Kanegon%20Grin%20COLOR.jpg"" alt=""Kanegon Grin by Ron English"" loading=""lazy"" /> <div class=""entry-body""> <p class=""work-title"">Kanegon Grin</p> </div> </a>"
"175","59980","296","kevin-durant-1.html","Kevin Durant 1","../../images/Sketches/grins/Kevin%20Durant%201%20ORIGINAL.jpg","Kevin Durant 1 ORIGINAL.jpg","Kevin Durant 1 by Ron English","kevindurant1","kevindurant1html","<a class=""gallery-item"" href=""kevin-durant-1.html""> <img src=""../../images/Sketches/grins/Kevin%20Durant%201%20ORIGINAL.jpg"" alt=""Kevin Durant 1 by Ron English"" loading=""lazy"" /> <div class=""entry-body""> <p class=""work-title"">Kevin Durant 1</p> </div> </a>"
"176","60283","308","kevin-durant-grim.html","Kevin Durant Grim","../../images/Sketches/grins/Kevin%20Durant%20Grim%20ORIGINAL.jpg","Kevin Durant Grim ORIGINAL.jpg","Kevin Durant Grim by Ron English","kevindurantgrim","kevindurantgrimhtml","<a class=""gallery-item"" href=""kevin-durant-grim.html""> <img src=""../../images/Sketches/grins/Kevin%20Durant%20Grim%20ORIGINAL.jpg"" alt=""Kevin Durant Grim by Ron English"" loading=""lazy"" /> <div class=""entry-body""> <p class=""work-title"">Kevin Durant Grim</p> </div> </a>"
"177","60598","322","kevin-durant-grin.html","Kevin Durant Grin","../../images/Sketches/grins/Kevin%20Durant%20Grin%20With%20Ball%20ORIGINAL.jpg","Kevin Durant Grin With Ball ORIGINAL.jpg","Kevin Durant Grin by Ron English","kevindurantgrin","kevindurantgrinhtml","<a class=""gallery-item"" href=""kevin-durant-grin.html""> <img src=""../../images/Sketches/grins/Kevin%20Durant%20Grin%20With%20Ball%20ORIGINAL.jpg"" alt=""Kevin Durant Grin by Ron English"" loading=""lazy"" /> <div class=""entry-body""> <p class=""work-title"">Kevin Durant Grin</p> </div> </a>"
"178","60927","387","kevin-durant-grin-with-ball-original-1.html","Kevin Durant Grin With Ball ORIGINAL.1","../../images/Sketches/grins/Kevin%20Durant%20Grin%20With%20Ball%20ORIGINAL.1.jpg","Kevin Durant Grin With Ball ORIGINAL.1.jpg","Kevin Durant Grin With Ball ORIGINAL.1 by Ron English","kevindurantgrinwithballoriginal1","kevindurantgrinwithballoriginal1html","<a class=""gallery-item"" href=""kevin-durant-grin-with-ball-original-1.html""> <img src=""../../images/Sketches/grins/Kevin%20Durant%20Grin%20With%20Ball%20ORIGINAL.1.jpg"" alt=""Kevin Durant Grin With Ball ORIGINAL.1 by Ron English"" loading=""lazy"" /> <div class=""entry-body""> <p class=""work-title"">Kevin Durant Grin With Ball ORIGINAL.1</p> </div> </a>"
"179","61321","296","kiss-gene-grin.html","Kiss Gene Grin","../../images/Sketches/grins/Kiss%20Gene%20Grin%20ORIGINAL.jpg","Kiss Gene Grin ORIGINAL.jpg","Kiss Gene Grin by Ron English","kissgenegrin","kissgenegrinhtml","<a class=""gallery-item"" href=""kiss-gene-grin.html""> <img src=""../../images/Sketches/grins/Kiss%20Gene%20Grin%20ORIGINAL.jpg"" alt=""Kiss Gene Grin by Ron English"" loading=""lazy"" /> <div class=""entry-body""> <p class=""work-title"">Kiss Gene Grin</p> </div> </a>"
"180","61624","331","krusty-the-clown-grin.html","Krusty the Clown Grin","../../images/Sketches/grins/Krusty%20the%20Clown%20Grin%20front%20B%26W.jpg","Krusty the Clown Grin front B&W.jpg","Krusty the Clown Grin by Ron English","krustytheclowngrin","krustytheclowngrinhtml","<a class=""gallery-item"" href=""krusty-the-clown-grin.html""> <img src=""../../images/Sketches/grins/Krusty%20the%20Clown%20Grin%20front%20B%26W.jpg"" alt=""Krusty the Clown Grin by Ron English"" loading=""lazy"" /> <div class=""entry-body""> <p class=""work-title"">Krusty the Clown Grin</p> </div> </a>"
"181","61962","293","kursed-grin.html","Kursed Grin","../../images/Sketches/grins/Kursed%20Grin%20Side%20View%20COLOR.jpg","Kursed Grin Side View COLOR.jpg","Kursed Grin by Ron English","kursedgrin","kursedgrinhtml","<a class=""gallery-item"" href=""kursed-grin.html""> <img src=""../../images/Sketches/grins/Kursed%20Grin%20Side%20View%20COLOR.jpg"" alt=""Kursed Grin by Ron English"" loading=""lazy"" /> <div class=""entry-body""> <p class=""work-title"">Kursed Grin</p> </div> </a>"
"182","62262","293","lemon-boy-grin.html","Lemon Boy grin","../../images/Sketches/grins/Lemon%20Boy%20grin%20COLOR.jpg","Lemon Boy grin COLOR.jpg","Lemon Boy grin by Ron English","lemonboygrin","lemonboygrinhtml","<a class=""gallery-item"" href=""lemon-boy-grin.html""> <img src=""../../images/Sketches/grins/Lemon%20Boy%20grin%20COLOR.jpg"" alt=""Lemon Boy grin by Ron English"" loading=""lazy"" /> <div class=""entry-body""> <p class=""work-title"">Lemon Boy grin</p> </div> </a>"
"183","62562","327","lemon-boy-grin-walking.html","Lemon Boy Grin Walking","../../images/Sketches/grins/Lemon%20Boy%20Grin%20Walking%20COLOR.jpg","Lemon Boy Grin Walking COLOR.jpg","Lemon Boy Grin Walking by Ron English","lemonboygrinwalking","lemonboygrinwalkinghtml","<a class=""gallery-item"" href=""lemon-boy-grin-walking.html""> <img src=""../../images/Sketches/grins/Lemon%20Boy%20Grin%20Walking%20COLOR.jpg"" alt=""Lemon Boy Grin Walking by Ron English"" loading=""lazy"" /> <div class=""entry-body""> <p class=""work-title"">Lemon Boy Grin Walking</p> </div> </a>"
"184","62896","293","leopard-grin-1.html","Leopard Grin 1","../../images/Sketches/grins/Leopard%20Grin%201%20COLOR.png","Leopard Grin 1 COLOR.png","Leopard Grin 1 by Ron English","leopardgrin1","leopardgrin1html","<a class=""gallery-item"" href=""leopard-grin-1.html""> <img src=""../../images/Sketches/grins/Leopard%20Grin%201%20COLOR.png"" alt=""Leopard Grin 1 by Ron English"" loading=""lazy"" /> <div class=""entry-body""> <p class=""work-title"">Leopard Grin 1</p> </div> </a>"
"185","63196","293","leopard-grin-2.html","Leopard Grin 2","../../images/Sketches/grins/Leopard%20Grin%202%20COLOR.png","Leopard Grin 2 COLOR.png","Leopard Grin 2 by Ron English","leopardgrin2","leopardgrin2html","<a class=""gallery-item"" href=""leopard-grin-2.html""> <img src=""../../images/Sketches/grins/Leopard%20Grin%202%20COLOR.png"" alt=""Leopard Grin 2 by Ron English"" loading=""lazy"" /> <div class=""entry-body""> <p class=""work-title"">Leopard Grin 2</p> </div> </a>"
"186","63496","293","leopard-grin-3.html","Leopard Grin 3","../../images/Sketches/grins/Leopard%20Grin%203%20COLOR.png","Leopard Grin 3 COLOR.png","Leopard Grin 3 by Ron English","leopardgrin3","leopardgrin3html","<a class=""gallery-item"" href=""leopard-grin-3.html""> <img src=""../../images/Sketches/grins/Leopard%20Grin%203%20COLOR.png"" alt=""Leopard Grin 3 by Ron English"" loading=""lazy"" /> <div class=""entry-body""> <p class=""work-title"">Leopard Grin 3</p> </div> </a>"
"187","63796","283","liberty-grin.html","Liberty Grin","../../images/Sketches/grins/Liberty%20Grin%20B%26W.jpg","Liberty Grin B&W.jpg","Liberty Grin by Ron English","libertygrin","libertygrinhtml","<a class=""gallery-item"" href=""liberty-grin.html""> <img src=""../../images/Sketches/grins/Liberty%20Grin%20B%26W.jpg"" alt=""Liberty Grin by Ron English"" loading=""lazy"" /> <div class=""entry-body""> <p class=""work-title"">Liberty Grin</p> </div> </a>"
"188","64086","279","lisa-grin.html","Lisa grin","../../images/Sketches/grins/Lisa%20Grin%20front%20COLOR.jpg","Lisa Grin front COLOR.jpg","Lisa grin by Ron English","lisagrin","lisagrinhtml","<a class=""gallery-item"" href=""lisa-grin.html""> <img src=""../../images/Sketches/grins/Lisa%20Grin%20front%20COLOR.jpg"" alt=""Lisa grin by Ron English"" loading=""lazy"" /> <div class=""entry-body""> <p class=""work-title"">Lisa grin</p> </div> </a>"
"189","64372","293","lucky-cat-grin.html","Lucky Cat Grin","../../images/Sketches/grins/Lucky%20Cat%20Grin%20COLOR.jpg","Lucky Cat Grin COLOR.jpg","Lucky Cat Grin by Ron English","luckycatgrin","luckycatgrinhtml","<a class=""gallery-item"" href=""lucky-cat-grin.html""> <img src=""../../images/Sketches/grins/Lucky%20Cat%20Grin%20COLOR.jpg"" alt=""Lucky Cat Grin by Ron English"" loading=""lazy"" /> <div class=""entry-body""> <p class=""work-title"">Lucky Cat Grin</p> </div> </a>"
"190","64672","338","mad-magazine-alfred-grin.html","Mad Magazine Alfred Grin","../../images/Sketches/grins/Mad%20Magazine%20Alfred%20Grin%20ORIGINAL.jpg","Mad Magazine Alfred Grin ORIGINAL.jpg","Mad Magazine Alfred Grin by Ron English","madmagazinealfredgrin","madmagazinealfredgrinhtml","<a class=""gallery-item"" href=""mad-magazine-alfred-grin.html""> <img src=""../../images/Sketches/grins/Mad%20Magazine%20Alfred%20Grin%20ORIGINAL.jpg"" alt=""Mad Magazine Alfred Grin by Ron English"" loading=""lazy"" /> <div class=""entry-body""> <p class=""work-title"">Mad Magazine Alfred Grin</p> </div> </a>"
